date,user_name,user_screen_name,user_followers,user_friends,user_verified,user_language,retweet_count,favorite_count
Fri Feb 15 23:58:19 +0000 2019,Andoni 🔑,abedulfield,1430,656,False,es,0,2
Fri Feb 15 23:58:20 +0000 2019,MRX,researchmrx,1129,161,False,en,0,0
Fri Feb 15 23:58:25 +0000 2019,Ivan Marević,Pravi_ToJeIvan,30,160,False,en,0,0
Fri Feb 15 23:58:26 +0000 2019,SophonCast,CastSophon,0,0,False,en,0,0
Fri Feb 15 23:58:32 +0000 2019,infinite sadness,jeipmuniz,192,895,False,en,0,1
Fri Feb 15 23:58:35 +0000 2019,gabriela diaz,gabriel95720949,100,266,False,en,0,0
Fri Feb 15 23:58:37 +0000 2019,Tracking Cryptos,trackingcryptos,532,1854,False,en,0,0
Fri Feb 15 23:58:41 +0000 2019,Disrupción digital,OshoNoBody,287,704,False,es,0,0
Fri Feb 15 23:58:41 +0000 2019,VizuaLzz,VizuaLzz,323,553,False,fr,0,0
Fri Feb 15 23:58:42 +0000 2019,findsaja@gmail.com,findque,91,631,False,en,0,0
Fri Feb 15 23:58:42 +0000 2019,Danang,danangbubu,1028,835,False,en,0,0
Fri Feb 15 23:58:48 +0000 2019,gabriela diaz,gabriel95720949,100,266,False,en,0,0
Fri Feb 15 23:58:49 +0000 2019,ghozihanifazkia,ghozihanif22,617,434,False,id,0,0
Fri Feb 15 23:58:54 +0000 2019,TheGayTrader / FvKnL.pro,TheGayTrader,227,501,False,en,0,0
Fri Feb 15 23:58:57 +0000 2019,12480,fBgnzhrYb6ESr6I,153,893,False,ar,0,0
Fri Feb 15 23:59:00 +0000 2019,Crypto Press,CryptoPressNews,60212,58467,False,en,1,3
Fri Feb 15 23:59:01 +0000 2019,susana ortega,susanao73359434,266,970,False,en,0,0
Fri Feb 15 23:59:02 +0000 2019,BitMB,BitMB_pt,42,89,False,en,0,1
Fri Feb 15 23:59:02 +0000 2019,vertex2012,JlbVertex,88,267,False,en,0,0
Fri Feb 15 23:59:02 +0000 2019,WorldCoinIndex,WorldCoinIndex,9150,713,False,en,0,0
Fri Feb 15 23:59:08 +0000 2019,WhiskY,goldman_butters,39,179,False,en,0,0
Fri Feb 15 23:59:09 +0000 2019,Mike〽️,mikes_nf,747,469,False,en,0,1
Fri Feb 15 23:59:13 +0000 2019,King Of Cryptos,KingCryptos,242,1157,False,en,0,0
Fri Feb 15 23:59:13 +0000 2019,Diego Rocha,diegor_,185,504,False,en,0,0
Fri Feb 15 23:59:15 +0000 2019,Frank Dashwood,DJ_Erock23,3171,566,False,en,0,2
Fri Feb 15 23:59:16 +0000 2019,Tatiana Moroz,queentatiana,12711,3100,False,en,1,3
Fri Feb 15 23:59:19 +0000 2019,Bruce Stewart,AuthorityNomad,788,856,False,en,0,0
Fri Feb 15 23:59:22 +0000 2019,Scott Vayner 💧,VaynerScott,116,307,False,en,0,0
Fri Feb 15 23:59:24 +0000 2019,Ross,BitcoinNewbee,37,281,False,en,0,0
Fri Feb 15 23:59:26 +0000 2019,Tony Clough,Tmclough10,294,549,False,en,0,0
Fri Feb 15 23:59:32 +0000 2019,Psychedelic El Barto ⚡️,PsychedelicBart,902,2018,False,en,0,0
Fri Feb 15 23:59:33 +0000 2019,GoldBitcoinCasino,gBitcoincasino,1410,2150,False,en,0,0
Fri Feb 15 23:59:39 +0000 2019,Daniel Shakhmundes,DaShak,728,690,False,en,0,0
Fri Feb 15 23:59:40 +0000 2019,Scott Vayner 💧,VaynerScott,116,307,False,en,0,0
Fri Feb 15 23:59:45 +0000 2019,r4v3r23,r4v3r23,9,58,False,en,0,3
Fri Feb 15 23:59:45 +0000 2019,I am Nomad,IamNomad,58713,890,False,en,0,0
Fri Feb 15 23:59:47 +0000 2019,MMM3.0,aaa4960881,794,4854,False,zh-tw,0,0
Fri Feb 15 23:59:51 +0000 2019,"America, I love you",msdenmail,986,920,False,ru,1,0
Fri Feb 15 23:59:52 +0000 2019,LamboBTC,LamboBTC,30,15,False,en,0,0
Fri Feb 15 23:59:52 +0000 2019,Sheel Patel,bitcoinsheel,100,322,False,en,0,0
Sat Feb 16 23:57:05 +0000 2019,$TheWildCard,MADinMelbourne,3673,489,False,en,0,0
Sat Feb 16 23:57:06 +0000 2019,Philippe,fifilintello1,46,229,False,fr,0,0
Sat Feb 16 23:57:08 +0000 2019,barbaraoasbaurn,barbaraoasbaurn,3,1,False,en,0,0
Sat Feb 16 23:57:11 +0000 2019,AdoreeEamon,SusanMathisa,3,0,False,en,0,0
Sat Feb 16 23:57:12 +0000 2019,Azacom MultiVenture,Amv_ng,50,182,False,en,0,0
Sat Feb 16 23:57:13 +0000 2019,Crypto Penguin,ENGMAH2888,615,1987,False,en,0,0
Sat Feb 16 23:57:13 +0000 2019,GREMLIN,APOLLOGREMLIN,86,258,False,en,0,0
Sat Feb 16 23:57:17 +0000 2019,Nelson Corinna,NelsonCorinna1,18,204,False,en,0,1
Sat Feb 16 23:57:19 +0000 2019,S. O. M. E. B. O. D. Y. s. P. I. K. I. N.,Honyie1,147,338,False,en,0,0
Sat Feb 16 23:57:23 +0000 2019,Hisham ben Adel,hishambenadel,906,2094,False,en,0,0
Sat Feb 16 23:57:23 +0000 2019,Fahri Karakaş,fahrikarakas,924,1594,False,en,0,0
Sat Feb 16 23:57:23 +0000 2019,*LTC HODL*,joorick46,253,4393,False,en,0,0
Sat Feb 16 23:57:23 +0000 2019,SapphiraHersch,SapphiraHersch,3,0,False,en,0,0
Sat Feb 16 23:57:25 +0000 2019,Leo_Brazil_Crypto,lewinni,351,264,False,pt,0,0
Sat Feb 16 23:57:25 +0000 2019,Petra Fabiane,FabianePetra,7,50,False,en,0,0
Sat Feb 16 23:57:32 +0000 2019,JOSE MINA,elionaismina,230,514,False,es,0,0
Sat Feb 16 23:57:33 +0000 2019,SMJCH,smjch,599,2312,False,en,0,0
Sat Feb 16 23:57:34 +0000 2019,Vechain Rocket,Vechain_Rocket,35,66,False,nl,0,0
Sat Feb 16 23:57:41 +0000 2019,M.A.Newhall,MANewhall,97,83,False,en,0,0
Sat Feb 16 23:57:43 +0000 2019,a museum of man,museumof_man,1411,2379,False,en,0,0
Sat Feb 16 23:57:43 +0000 2019,roasalinadpappaas,roasalinadpapp1,3,0,False,en,0,0
Sat Feb 16 23:57:43 +0000 2019,Chidambara .ML.,chidambara09,4069,13,False,en,0,0
Sat Feb 16 23:57:46 +0000 2019,zachria,zachria3,66,108,False,en,0,0
Sat Feb 16 23:57:47 +0000 2019,Pascal,PascalyLilia,49,141,False,en,0,0
Sat Feb 16 23:57:53 +0000 2019,arthurlogan,arthurl22878194,1,1,False,fr,0,1
Sat Feb 16 23:57:55 +0000 2019,El diablo de las Cryptos,eldiablocripto,84,269,False,es,0,0
Sat Feb 16 23:58:00 +0000 2019,Tabbatha Dimitar,DimitarTabbatha,6,39,False,en,0,0
Sat Feb 16 23:58:01 +0000 2019,www.TowerOfBable.org,TowerOBable,13,56,False,en,0,0
Sat Feb 16 23:58:03 +0000 2019,juliadanaielas,juliadanaielas,4,1,False,en,0,0
Sat Feb 16 23:58:04 +0000 2019,Eric Blaze,198420,389,599,False,en,0,0
Sat Feb 16 23:58:08 +0000 2019,$TheWildCard,MADinMelbourne,3673,489,False,en,0,0
Sat Feb 16 23:58:08 +0000 2019,Cryptbuzz,cryptbuzz,1177,515,False,en,0,0
Sat Feb 16 23:58:13 +0000 2019,TRUMP-ZUCKERBERG2020,ObamaClintonY12,3673,3815,False,en,0,0
Sat Feb 16 23:58:14 +0000 2019,Eric Blaze,198420,389,599,False,en,0,0
Sat Feb 16 23:58:18 +0000 2019,Esthon [SV],esthon,741,1251,False,pt,0,0
Sat Feb 16 23:58:18 +0000 2019,Nobu The Wolf,AltcoinLeverage,108,297,False,en,0,0
Sat Feb 16 23:58:19 +0000 2019,JPMCoin,JPM_Crypto,42,95,False,en,0,3
Sat Feb 16 23:58:20 +0000 2019,Pedro Viloria,AbogadoViloria,905,36,False,es,0,0
Sat Feb 16 23:58:20 +0000 2019,マタドール,FXtradenote,14586,7763,False,ja,0,0
Sat Feb 16 23:58:20 +0000 2019,nea pistea,matxdor,1296,434,False,es,0,2
Sat Feb 16 23:58:23 +0000 2019,YolandeOrrin,orrin_yolande,2,0,False,en,0,0
Sat Feb 16 23:58:24 +0000 2019,Suresh Agarwal,icra_suresh,97,310,False,en,0,0
Sat Feb 16 23:58:29 +0000 2019,Aaron Suplizio 🎸,AaronSuplizio,1366,2593,False,en,0,0
Sat Feb 16 23:58:29 +0000 2019,smokeETHEREUM,smokeETHEREUM,357,1232,False,en,0,0
Sat Feb 16 23:58:30 +0000 2019,NBK Krypto,NbkLyrad,683,1939,False,en,1,1
Sat Feb 16 23:58:32 +0000 2019,Sibinka Jasjit,SibinkaJ,9,37,False,en,0,0
Sat Feb 16 23:58:33 +0000 2019,ErvPascale,ErvPascale,7,40,False,en,0,0
Sat Feb 16 23:58:34 +0000 2019,mariebearasnard,mariebearasnard,4,1,False,en,0,0
Sat Feb 16 23:58:36 +0000 2019,Eric Blaze,198420,389,599,False,en,0,0
Sat Feb 16 23:58:38 +0000 2019,Trybe - The Crypto Community,trybe_social,2667,283,False,en,2,13
Sat Feb 16 23:58:42 +0000 2019,MoneyHealth &Finance,MoneyhealthF,7639,6775,False,en,0,0
Sat Feb 16 23:58:42 +0000 2019,Crypto Truth [BTC][LTC][Privacy],Eddie29212858,124,342,False,en,0,0
Sat Feb 16 23:58:46 +0000 2019,EmmottElsworth,EmmottElsworth,8,40,False,en,0,1
Sat Feb 16 23:58:48 +0000 2019,PamelaShepherd,PamelaShepherda,4,50,False,en-gb,0,1
Sat Feb 16 23:58:48 +0000 2019,Bird Tweets Crypto's,blockpitched,63,117,False,en,0,2
Sat Feb 16 23:58:50 +0000 2019,gladysatkinson,gladysa73912127,8,0,False,en,0,1
Sat Feb 16 23:58:50 +0000 2019,Brian Flounders,floundies,258,1302,False,en,0,0
Sat Feb 16 23:58:51 +0000 2019,CryptoVerse,amiraligorgi,168,360,False,en,0,0
Sat Feb 16 23:58:53 +0000 2019,rickyptonaz,rickchutzpah,147,1905,False,en,0,0
Sat Feb 16 23:58:58 +0000 2019,Crypto Press,CryptoPressNews,60212,58467,False,en,0,4
Sat Feb 16 23:58:58 +0000 2019,Tuleem Ak,AkTuleem,36,186,False,en,0,0
Sat Feb 16 23:58:58 +0000 2019,Robt Bruno,bruno_robt,13,8,False,en,0,0
Sat Feb 16 23:58:59 +0000 2019,John,John94893291,5,35,False,en,0,1
Sat Feb 16 23:59:02 +0000 2019,HODLer🇺🇸,Hodlit,1997,2571,False,en,0,0
Sat Feb 16 23:59:02 +0000 2019,WorldCoinIndex,WorldCoinIndex,9150,713,False,en,0,2
Sat Feb 16 23:59:02 +0000 2019,MoneyHealth &Finance,MoneyhealthF,7639,6775,False,en,1,3
Sat Feb 16 23:59:02 +0000 2019,Bitcoin Sportsbook,SportsbookBTC,28734,29326,False,en,0,0
Sat Feb 16 23:59:03 +0000 2019,BitMB,BitMB_pt,42,89,False,en,0,1
Sat Feb 16 23:59:04 +0000 2019,❌American Sovereignty Media,ASM_2018MAGA,3305,2288,False,en,0,5
Sat Feb 16 23:59:04 +0000 2019,rickyptonaz,rickchutzpah,147,1905,False,en,0,0
Sat Feb 16 23:59:08 +0000 2019,Alfredo Schramm,Eledithor,927,145,False,es,0,0
Sat Feb 16 23:59:11 +0000 2019,Francis Pouliot 🐂₿,francispouliot_,44486,3208,True,en,0,6
Sat Feb 16 23:59:16 +0000 2019,Shahbod Nazari,ShahbodNazari,26,38,False,en,0,0
Sat Feb 16 23:59:18 +0000 2019,Bit-Daddy-Koin,timemanX,63,196,False,en,0,0
Sat Feb 16 23:59:19 +0000 2019,1BTC=1BTC,1BTCis1BTC,36,215,False,en,0,7
Sat Feb 16 23:59:22 +0000 2019,فحل سوري,Zezo92847134,109,345,False,en,0,0
Sat Feb 16 23:59:23 +0000 2019,Leland Chandler,leland_chandler,215,740,False,en,0,0
Sat Feb 16 23:59:29 +0000 2019,CryptoJOK3R,JokerCrypto,303,667,False,fr,0,0
Sat Feb 16 23:59:29 +0000 2019,Young God,YoungGod0215,116,256,False,en,0,0
Sat Feb 16 23:59:30 +0000 2019,sanrenfa,sanrenfa,2242,2068,False,ja,0,5
Sat Feb 16 23:59:31 +0000 2019,swisscryptoblockchain,swisscryptoblo1,120,148,False,en,0,5
Sat Feb 16 23:59:31 +0000 2019,Leo_Brazil_Crypto,lewinni,351,264,False,pt,0,0
Sat Feb 16 23:59:34 +0000 2019,ℭryptØfish ⚡,crypt0fish,153,334,False,en,0,0
Sat Feb 16 23:59:34 +0000 2019,smokeETHEREUM,smokeETHEREUM,357,1232,False,en,0,0
Sat Feb 16 23:59:35 +0000 2019,فحل سوري,Zezo92847134,109,345,False,en,0,0
Sat Feb 16 23:59:35 +0000 2019,funnyowls909,funnyowls909,6,385,False,en,0,0
Sat Feb 16 23:59:36 +0000 2019,IamYjun,Taso924,102,392,False,en,0,0
Sat Feb 16 23:59:37 +0000 2019,"America, I love you",msdenmail,986,920,False,ru,0,0
Sat Feb 16 23:59:39 +0000 2019,BullDogTheLightning⚡,BullDogCrypto,439,2151,False,fr,0,0
Sat Feb 16 23:59:40 +0000 2019,$TheWildCard,MADinMelbourne,3673,489,False,en,0,0
Sat Feb 16 23:59:43 +0000 2019,Nicolas Dorier,NicolasDorier,15264,64,False,en,0,0
Sat Feb 16 23:59:46 +0000 2019,Issach,Issach1995,4,64,False,fr,0,0
Sat Feb 16 23:59:48 +0000 2019,Hisham ben Adel,hishambenadel,906,2094,False,en,0,0
Sat Feb 16 23:59:48 +0000 2019,Gus,SweetBabyGus,215,753,False,en,0,0
Sat Feb 16 23:59:49 +0000 2019,VentureDrop,VentureDrop,4765,2933,False,en,2,6
Sat Feb 16 23:59:49 +0000 2019,MylesEllis,MylesEllisa,6,0,False,en,0,5
Sat Feb 16 23:59:51 +0000 2019,LamboBTC,LamboBTC,30,15,False,en,0,0
Sat Feb 16 23:59:52 +0000 2019,LyndsayWes,lyndsay_wes,3,0,False,en,0,5
Sat Feb 16 23:59:55 +0000 2019,Secretbetteryou,secretbetteryou,104,387,False,en,0,0
Sat Feb 16 23:59:56 +0000 2019,Bitcoin Price Tweeter,itsdennian_bot,66,0,False,en,0,4
Sun Feb 17 23:56:34 +0000 2019,FRANZ™‎⚡️,FlyFranz,1809,2518,False,en,0,0
Sun Feb 17 23:56:34 +0000 2019,agus ong,agusong3,32,165,False,en,0,0
Sun Feb 17 23:56:35 +0000 2019,Santiago Stamati,stamatisanti,174,148,False,en,0,0
Sun Feb 17 23:56:39 +0000 2019,ShogimonPascal,ShogimonPascal,27,96,False,de,0,0
Sun Feb 17 23:56:44 +0000 2019,CryptoNewswire 🌐,CryptoNewswire,9219,194,False,en,0,0
Sun Feb 17 23:56:46 +0000 2019,Jonathan Doe,JonathanlDoe,44,19,False,en-gb,0,0
Sun Feb 17 23:56:46 +0000 2019,Blazo Bozovic,Blaz0Bozovic,195,721,False,en,0,0
Sun Feb 17 23:56:46 +0000 2019,Renaissance,alternative200,864,1230,False,el,0,0
Sun Feb 17 23:56:47 +0000 2019,Keith Brennan,keith_kbddmi,1668,3182,False,en,0,0
Sun Feb 17 23:56:52 +0000 2019,®₿TCɢʀɪɴᴅᴇʀ™,grinder_o,950,355,False,en,2,6
Sun Feb 17 23:56:56 +0000 2019,Mike V.,mikeyyy_v,91,290,False,en,0,0
Sun Feb 17 23:56:58 +0000 2019,Sasha AirDrop,SashaAirdrop,2079,2711,False,ru,0,0
Sun Feb 17 23:57:00 +0000 2019,IA news,FrPolitics2017,1923,1304,False,fr,0,0
Sun Feb 17 23:57:01 +0000 2019,Pedro Brito,pedrobrito2004,5766,6229,False,es,0,1
Sun Feb 17 23:57:02 +0000 2019,Tạp Chí Bitcoin,tapchibitcoin,852,323,False,vi,0,0
Sun Feb 17 23:57:04 +0000 2019,WAYDN,megustawaydn,2398,2164,False,es,1,0
Sun Feb 17 23:57:04 +0000 2019,MUNDO BITCOIN,mundobtc,1974,184,False,es,0,0
Sun Feb 17 23:57:04 +0000 2019,Ron,ronmc1,21346,23006,False,en,0,0
Sun Feb 17 23:57:04 +0000 2019,rag arm13,DarrellFowler13,105,232,False,en,0,0
Sun Feb 17 23:57:04 +0000 2019,[速報]仮想通貨情報(相互フォロー）,e_walet5555,1481,341,False,ja,0,1
Sun Feb 17 23:57:07 +0000 2019,Good Filipino,goodfilipino,1018,219,False,en,0,0
Sun Feb 17 23:57:09 +0000 2019,MerridieLyn,MerridieLyn,24,148,False,en,0,0
Sun Feb 17 23:57:10 +0000 2019,🌹IAmCryptoKing🇺🇸,I_AmCrypto_King,2156,195,False,en,0,0
Sun Feb 17 23:57:10 +0000 2019,Crypto Renegade,crypto_renegade,52,123,False,en,0,0
Sun Feb 17 23:57:14 +0000 2019,АБДУЛ,90gc64NkdjP28pq,3,128,False,en,0,0
Sun Feb 17 23:57:23 +0000 2019,Bcnex Community,BcnexCommunity,195,355,False,en,0,0
Sun Feb 17 23:57:26 +0000 2019,Crypto Porn Buzz,CryptoPornBuzz,1114,274,False,en,0,0
Sun Feb 17 23:57:26 +0000 2019,Stephen G. Collins,StephenGCollin3,765,857,False,en,0,0
Sun Feb 17 23:57:29 +0000 2019,Buddahfan,Buddahfan,663,276,False,en,0,0
Sun Feb 17 23:57:30 +0000 2019,GerardoRenterìaGard,GRenteriaGard,51,126,False,es,0,0
Sun Feb 17 23:57:32 +0000 2019,S Sim,SSim77220766,3,39,False,en,0,0
Sun Feb 17 23:57:33 +0000 2019,Samuel Torres,samuelupel,569,2751,False,es,0,0
Sun Feb 17 23:57:35 +0000 2019,Bcnex Community,BcnexCommunity,195,355,False,en,0,0
Sun Feb 17 23:57:38 +0000 2019,Closed Borders,Toedeledokie_58,1186,1183,False,nl,0,0
Sun Feb 17 23:57:38 +0000 2019,Camilo Duque,CamiloD61592736,57,57,False,en,0,0
Sun Feb 17 23:57:46 +0000 2019,Crypto Asset Home,cryptoassethome,182,108,False,en,0,0
Sun Feb 17 23:57:50 +0000 2019,Fábio Botelho,botelhofabio,370,345,False,en,0,0
Sun Feb 17 23:57:51 +0000 2019,Cyma Classic,CymaClassic,118,598,False,en,0,0
Sun Feb 17 23:57:57 +0000 2019,Pro Trading Skills,protradingskill,32,7,False,en,0,0
Sun Feb 17 23:57:58 +0000 2019,Black chocolate bar 🍫 👑,Obajaiye1,2431,2098,False,en,0,0
Sun Feb 17 23:57:59 +0000 2019,Thomas,KdL1337,809,61,False,de,0,0
Sun Feb 17 23:58:01 +0000 2019,Lmys,Lmys26145213,61,71,False,en,0,0
Sun Feb 17 23:58:02 +0000 2019,minecache⚡️🔦🔑 🌮,_davidpoole,261,281,False,en-gb,0,0
Sun Feb 17 23:58:03 +0000 2019,ganzocrypt,ganzocrypt,1668,3479,False,en,0,0
Sun Feb 17 23:58:03 +0000 2019,Darwin Dela Cruz,dardelacruz,52,45,False,en,0,0
Sun Feb 17 23:58:05 +0000 2019,Finesse Tech,RichardDunlop,928,1124,False,en,0,0
Sun Feb 17 23:58:06 +0000 2019,K.S. Dr. E Hassan A. Kamel,3eani,1602,1537,False,en,0,0
Sun Feb 17 23:58:07 +0000 2019,avinashrulz,naashonomics,3067,4872,False,en,0,0
Sun Feb 17 23:58:09 +0000 2019,__,blahblabla6969,584,1120,False,en,0,0
Sun Feb 17 23:58:11 +0000 2019,Thomas,KdL1337,809,61,False,de,0,0
Sun Feb 17 23:58:13 +0000 2019,Thomas,KdL1337,809,61,False,de,0,0
Sun Feb 17 23:58:16 +0000 2019,YBS NHCX,Nhcxybs,81,123,False,en,0,0
Sun Feb 17 23:58:16 +0000 2019,Litecoin Rooster [LTC],WickedRooster09,347,241,False,en,2,1
Sun Feb 17 23:58:17 +0000 2019,Renaissance,alternative200,864,1230,False,el,0,0
Sun Feb 17 23:58:17 +0000 2019,P2P Cryptoz,P2PCRYPTOZ,624,409,False,en,0,0
Sun Feb 17 23:58:18 +0000 2019,Bitcoin update,btc_update,8498,7510,False,en,0,0
Sun Feb 17 23:58:24 +0000 2019,eKohnomics,77cyko,2961,1005,False,en,0,3
Sun Feb 17 23:58:26 +0000 2019,CryptoSanity (Buy $BNB),SanityCrypto,4828,521,False,en,0,0
Sun Feb 17 23:58:28 +0000 2019,code MD [₿],thecodeMD,223,333,False,en,0,0
Sun Feb 17 23:58:40 +0000 2019,MoneyMaker24-7,bitcoinGod6,1,4,False,en,0,4
Sun Feb 17 23:58:42 +0000 2019,CryptoCoin Sheep,CryptoCoinShee1,235,599,False,en,0,0
Sun Feb 17 23:58:43 +0000 2019,newyorknewart,newyorknewart,4782,5120,False,en,0,0
Sun Feb 17 23:58:47 +0000 2019,Ripple xD,CATradingExpert,53,9,False,es,0,0
Sun Feb 17 23:58:50 +0000 2019,暗号通貨 info,osm_nbt,5813,3568,False,ja,1,1
Sun Feb 17 23:58:50 +0000 2019,Wegotscammed,Cryptomasterlv1,17,34,False,en,0,0
Sun Feb 17 23:58:51 +0000 2019,Louis Liu [Jan/3 🔑],louishliu,255,776,False,en,0,0
Sun Feb 17 23:58:56 +0000 2019,Crypto Press,CryptoPressNews,60212,58467,False,en,1,3
Sun Feb 17 23:58:59 +0000 2019,TheNvsibleHand[FOREVER ➞₿🔑],TheNvsibleHand,7364,737,False,en,0,3
